1,1.172563076019287
2,0.6373677253723145
3,0.4893474578857422
4,0.6688427925109863
5,0.46378111839294434
6,0.43515706062316895
7,0.4663715362548828
8,0.5062882900238037
9,0.48047494888305664
10,0.47404003143310547
11,0.5289983749389648
12,0.536017894744873
13,0.6393518447875977
14,0.6355054378509521
15,0.6038272380828857
16,0.7573397159576416
17,0.786541223526001
18,0.7885756492614746
19,0.905510663986206
20,0.8861982822418213
21,0.8845808506011963
22,0.9118115901947021
23,0.9577903747558594
24,1.0515520572662354
25,0.9974169731140137
